timestamp,open,high,low,close,volume
2023-01-02 17:00:00,16704.1,16716.5,16702.6,16710.1,4115.314
2023-01-02 18:00:00,16710.0,16725.8,16703.9,16718.3,3188.873
2023-01-02 19:00:00,16718.3,16732.1,16711.1,16730.5,2697.782
2023-01-02 20:00:00,16730.5,16732.0,16702.7,16722.8,3836.094
2023-01-02 21:00:00,16722.7,16799.0,16715.0,16751.9,9106.205
2023-01-02 22:00:00,16751.9,16755.7,16685.1,16694.6,10723.212
2023-01-02 23:00:00,16694.6,16717.4,16650.0,16666.0,11556.583
2023-01-03 00:00:00,16665.9,16699.7,16639.5,16689.1,8954.36
2023-01-03 01:00:00,16689.0,16689.1,16645.5,16670.5,6321.721
2023-01-03 02:00:00,16670.4,16680.0,16665.2,16666.5,2974.963
2023-01-03 03:00:00,16666.5,16694.0,16661.5,16684.5,3801.419
2023-01-03 04:00:00,16684.4,16691.2,16675.2,16678.0,2331.004
2023-01-03 05:00:00,16677.9,16721.9,16677.7,16720.0,5682.914
2023-01-03 06:00:00,16720.0,16774.0,16717.7,16719.8,14948.156
2023-01-03 07:00:00,16719.8,16726.4,16700.6,16723.1,6435.281
2023-01-03 08:00:00,16723.1,16728.9,16691.7,16710.0,6822.343
2023-01-03 09:00:00,16710.1,16750.5,16710.0,16732.9,6532.91
2023-01-03 10:00:00,16732.9,16740.9,16716.0,16718.3,4774.934
2023-01-03 11:00:00,16718.2,16729.8,16703.0,16714.2,3878.215
2023-01-03 12:00:00,16714.2,16721.2,16695.7,16703.7,6066.134
2023-01-03 13:00:00,16703.8,16732.2,16703.7,16718.1,5633.08
2023-01-03 14:00:00,16718.2,16764.9,16633.0,16653.1,33040.987
2023-01-03 15:00:00,16653.1,16674.9,16610.0,16670.8,29071.069
2023-01-03 16:00:00,16670.9,16680.1,16606.0,16617.3,14840.489
2023-01-03 17:00:00,16617.3,16637.0,16600.3,16626.0,9304.479
2023-01-03 18:00:00,16626.1,16645.8,16621.2,16637.7,5468.815
2023-01-03 19:00:00,16637.6,16652.0,16615.1,16637.7,5505.693
2023-01-03 20:00:00,16637.6,16665.8,16636.0,16656.1,6661.503
2023-01-03 21:00:00,16656.0,16665.7,16652.4,16658.8,3880.582
2023-01-03 22:00:00,16658.8,16673.0,16642.9,16670.1,4068.634
2023-01-03 23:00:00,16670.2,16688.2,16660.2,16667.2,6070.52
2023-01-04 00:00:00,16667.3,16668.4,16645.7,16655.6,4299.783
2023-01-04 01:00:00,16655.6,16730.0,16652.3,16696.1,14283.553
2023-01-04 02:00:00,16696.1,16749.8,16695.5,16729.0,10777.263
2023-01-04 03:00:00,16729.1,16870.0,16729.0,16855.9,40719.495
2023-01-04 04:00:00,16855.9,16904.4,16841.0,16852.4,20900.843
2023-01-04 05:00:00,16852.5,16856.5,16832.3,16848.3,7856.39
2023-01-04 06:00:00,16848.3,16872.9,16842.2,16872.9,6521.234
2023-01-04 07:00:00,16872.8,16885.4,16841.1,16862.5,9605.247
2023-01-04 08:00:00,16862.5,16913.6,16826.7,16857.1,18658.974
2023-01-04 09:00:00,16857.1,16860.4,16824.5,16838.9,6614.273
2023-01-04 10:00:00,16838.9,16840.9,16826.1,16838.0,4847.863
2023-01-04 11:00:00,16837.9,16847.4,16826.2,16826.8,4561.085
2023-01-04 12:00:00,16826.7,16838.7,16800.1,16808.0,10884.695
2023-01-04 13:00:00,16808.0,16829.8,16804.3,16820.1,5583.459
2023-01-04 14:00:00,16820.2,16852.1,16789.0,16821.0,15888.621
2023-01-04 15:00:00,16820.9,16850.4,16759.3,16846.5,28117.369
2023-01-04 16:00:00,16846.5,16890.8,16824.3,16850.7,18406.97
2023-01-04 17:00:00,16850.8,16945.6,16841.8,16885.4,20882.503
2023-01-04 18:00:00,16885.4,16980.0,16864.0,16942.0,23539.176
2023-01-04 19:00:00,16941.9,16984.6,16777.7,16835.9,46623.188
2023-01-04 20:00:00,16835.9,16844.2,16766.0,16801.2,14545.323
2023-01-04 21:00:00,16801.1,16820.4,16789.1,16819.4,5258.686
2023-01-04 22:00:00,16819.3,16837.2,16808.5,16818.7,3870.981
2023-01-04 23:00:00,16818.7,16860.9,16807.3,16842.1,6500.864
2023-01-05 00:00:00,16842.2,16869.0,16817.4,16819.9,8299.923
2023-01-05 01:00:00,16819.8,16842.5,16800.0,16825.0,5989.228
2023-01-05 02:00:00,16825.0,16836.6,16816.9,16827.9,2381.822
2023-01-05 03:00:00,16827.9,16828.3,16810.3,16819.0,2848.03
2023-01-05 04:00:00,16819.0,16834.7,16815.0,16829.1,2549.775
2023-01-05 05:00:00,16829.0,16840.7,16829.0,16836.1,2410.192
2023-01-05 06:00:00,16836.2,16836.2,16804.4,16810.5,4590.842
2023-01-05 07:00:00,16810.4,16816.7,16782.4,16816.1,6986.003
2023-01-05 08:00:00,16816.1,16822.0,16786.5,16799.9,4779.411
2023-01-05 09:00:00,16799.9,16806.0,16775.1,16800.6,7577.37
2023-01-05 10:00:00,16800.7,16829.0,16798.2,16816.4,6192.154
2023-01-05 11:00:00,16816.4,16830.0,16807.9,16827.0,4609.052
2023-01-05 12:00:00,16827.0,16827.0,16807.9,16813.6,4285.55
2023-01-05 13:00:00,16813.6,16821.1,16770.1,16771.1,14522.537
2023-01-05 14:00:00,16771.0,16829.0,16740.4,16822.6,26660.991
2023-01-05 15:00:00,16822.6,16872.8,16817.0,16836.6,23417.468
2023-01-05 16:00:00,16836.7,16856.8,16816.0,16833.0,8698.276
2023-01-05 17:00:00,16833.0,16839.8,16806.7,16806.8,5674.044
2023-01-05 18:00:00,16806.8,16840.0,16794.0,16837.0,7502.341
2023-01-05 19:00:00,16837.0,16867.8,16821.0,16856.4,7314.816
2023-01-05 20:00:00,16856.3,16863.4,16839.4,16852.8,5329.164
2023-01-05 21:00:00,16852.8,16857.8,16827.6,16840.0,5015.939
2023-01-05 22:00:00,16840.0,16848.6,16825.3,16829.9,2954.103
2023-01-05 23:00:00,16829.9,16838.4,16810.0,16823.8,5780.316
2023-01-06 00:00:00,16823.8,16865.0,16818.9,16852.1,7028.24
2023-01-06 01:00:00,16852.1,16854.7,16812.3,16818.1,4807.908
2023-01-06 02:00:00,16818.1,16831.2,16795.6,16828.8,6370.672
2023-01-06 03:00:00,16828.8,16834.2,16820.0,16825.1,2861.271
2023-01-06 04:00:00,16825.0,16828.0,16796.3,16814.3,6217.468
2023-01-06 05:00:00,16814.4,16814.4,16778.3,16801.4,6139.426
2023-01-06 06:00:00,16801.3,16807.3,16773.0,16779.1,5909.454
2023-01-06 07:00:00,16779.2,16796.5,16773.4,16785.6,5591.799
2023-01-06 08:00:00,16785.6,16805.3,16785.6,16792.8,4301.9
2023-01-06 09:00:00,16792.7,16792.8,16755.0,16781.2,10013.057
2023-01-06 10:00:00,16781.3,16796.8,16755.3,16760.2,6194.064
2023-01-06 11:00:00,16760.2,16764.1,16685.2,16731.4,23022.788
2023-01-06 12:00:00,16731.5,16742.6,16712.0,16724.4,9061.594
2023-01-06 13:00:00,16724.3,16812.6,16664.8,16766.9,49100.158
2023-01-06 14:00:00,16766.9,16784.0,16715.0,16742.9,19659.166
2023-01-06 15:00:00,16743.0,16843.0,16743.0,16834.2,24472.004
2023-01-06 16:00:00,16834.1,16846.3,16801.6,16820.6,11461.978
2023-01-06 17:00:00,16820.5,16836.8,16805.0,16814.9,5380.131
2023-01-06 18:00:00,16815.0,16858.6,16814.9,16841.5,11125.211
2023-01-06 19:00:00,16841.6,16960.0,16837.7,16932.6,30019.766
2023-01-06 20:00:00,16932.7,17030.0,16881.0,16888.7,41959.935
2023-01-06 21:00:00,16888.6,16943.4,16881.8,16922.9,11252.297
2023-01-06 22:00:00,16923.0,16958.9,16922.9,16948.8,6267.036
2023-01-06 23:00:00,16948.8,16974.4,16935.0,16943.8,8756.306
2023-01-07 00:00:00,16943.9,16970.0,16924.8,16970.0,6405.583
2023-01-07 01:00:00,16969.9,16973.6,16935.2,16941.1,4401.729
2023-01-07 02:00:00,16941.1,16947.4,16927.9,16935.0,3939.415
2023-01-07 03:00:00,16934.9,16948.1,16929.5,16944.4,3297.321
2023-01-07 04:00:00,16944.3,16945.0,16928.0,16930.0,2526.168
2023-01-07 05:00:00,16930.0,16933.2,16925.2,16926.9,2107.052
2023-01-07 06:00:00,16926.8,16930.0,16915.8,16925.1,3410.9
2023-01-07 07:00:00,16925.1,16940.9,16925.1,16939.8,2512.011
2023-01-07 08:00:00,16939.8,16946.4,16920.6,16922.2,4131.389
2023-01-07 09:00:00,16922.1,16927.1,16915.3,16924.1,3136.234
2023-01-07 10:00:00,16924.0,16924.1,16905.6,16917.1,2823.815
2023-01-07 11:00:00,16917.2,16920.0,16903.0,16912.3,3366.819
2023-01-07 12:00:00,16912.3,16915.1,16902.0,16912.6,3263.207
2023-01-07 13:00:00,16912.5,16931.7,16906.5,16911.9,4573.774
2023-01-07 14:00:00,16911.9,16943.2,16900.1,16931.7,5990.949
2023-01-07 15:00:00,16931.8,16944.0,16928.9,16934.5,2901.621
2023-01-07 16:00:00,16934.5,16934.5,16910.4,16916.4,3508.278
2023-01-07 17:00:00,16916.4,16929.8,16914.1,16923.2,2068.515
2023-01-07 18:00:00,16923.2,16933.3,16923.2,16932.2,1931.878
2023-01-07 19:00:00,16932.1,16939.6,16929.6,16937.3,1851.553
2023-01-07 20:00:00,16937.3,16945.8,16930.1,16939.3,3573.604
2023-01-07 21:00:00,16939.3,16942.0,16929.1,16931.5,2621.893
2023-01-07 22:00:00,16931.5,16932.4,16922.9,16930.4,1846.527
2023-01-07 23:00:00,16930.4,16940.4,16925.6,16936.5,1782.87
2023-01-08 00:00:00,16936.5,16949.3,16905.0,16919.4,6829.26
2023-01-08 01:00:00,16919.3,16930.0,16908.6,16924.8,3755.241
2023-01-08 02:00:00,16924.9,16927.4,16912.3,16925.4,1786.53
2023-01-08 03:00:00,16925.5,16939.5,16923.2,16939.0,2696.45
2023-01-08 04:00:00,16938.9,16939.4,16930.0,16930.8,1584.257
2023-01-08 05:00:00,16930.8,16937.2,16929.3,16937.2,1450.567
2023-01-08 06:00:00,16937.2,16945.9,16927.5,16945.8,2074.113
2023-01-08 07:00:00,16945.8,16947.5,16938.1,16945.5,2888.958
2023-01-08 08:00:00,16945.5,16949.9,16933.0,16938.8,2905.593
2023-01-08 09:00:00,16938.8,16960.0,16918.4,16927.4,7503.543
2023-01-08 10:00:00,16927.4,16931.6,16927.2,16930.8,1912.733
2023-01-08 11:00:00,16930.8,16933.2,16917.8,16918.6,3208.082
2023-01-08 12:00:00,16918.5,16922.5,16915.3,16915.3,3784.313
2023-01-08 13:00:00,16915.4,16929.5,16912.7,16924.1,2907.513
2023-01-08 14:00:00,16924.1,16948.0,16924.0,16945.6,4701.892
2023-01-08 15:00:00,16945.7,17015.6,16931.7,16991.0,15661.036
2023-01-08 16:00:00,16990.9,17015.1,16910.2,16930.1,20311.479
2023-01-08 17:00:00,16930.1,16944.2,16912.2,16919.9,5318.739
2023-01-08 18:00:00,16920.0,16927.7,16912.0,16922.1,3192.365
2023-01-08 19:00:00,16922.1,16932.6,16915.7,16920.3,2361.461
2023-01-08 20:00:00,16920.3,16974.6,16916.5,16959.4,10144.525
2023-01-08 21:00:00,16959.5,16983.0,16940.0,16949.2,5695.692
2023-01-08 22:00:00,16949.2,16969.8,16946.1,16956.8,3861.252
2023-01-08 23:00:00,16956.8,17181.1,16956.8,17124.7,41181.724
2023-01-09 00:00:00,17124.6,17192.3,17098.2,17178.9,31702.774
2023-01-09 01:00:00,17178.9,17238.6,17138.6,17167.0,18720.147
2023-01-09 02:00:00,17167.0,17245.1,17154.3,17182.9,26220.759
2023-01-09 03:00:00,17182.9,17207.0,17171.9,17188.1,8552.086
2023-01-09 04:00:00,17188.1,17239.8,17186.0,17216.1,12566.213
2023-01-09 05:00:00,17216.1,17248.0,17193.3,17195.0,9693.771
2023-01-09 06:00:00,17195.0,17205.7,17171.7,17180.9,7630.862
2023-01-09 07:00:00,17180.9,17204.5,17178.3,17189.7,5972.366
2023-01-09 08:00:00,17189.8,17230.0,17180.0,17182.7,8896.254
2023-01-09 09:00:00,17182.7,17268.0,17181.1,17230.1,19360.962
2023-01-09 10:00:00,17230.0,17277.7,17227.5,17255.4,14131.052
2023-01-09 11:00:00,17255.4,17270.6,17230.3,17232.2,8365.844
2023-01-09 12:00:00,17232.2,17246.6,17223.0,17242.6,7630.195
2023-01-09 13:00:00,17242.6,17289.0,17181.9,17218.6,19686.683
2023-01-09 14:00:00,17218.5,17265.9,17200.1,17255.2,16101.262
2023-01-09 15:00:00,17255.3,17325.0,17220.1,17260.4,36956.508
2023-01-09 16:00:00,17260.4,17345.7,17259.6,17318.4,26375.457
2023-01-09 17:00:00,17318.5,17365.0,17308.1,17348.9,18454.227
2023-01-09 18:00:00,17348.9,17387.8,17317.6,17341.3,21930.866
2023-01-09 19:00:00,17341.3,17341.3,17285.7,17285.7,10702.689
2023-01-09 20:00:00,17285.6,17302.3,17171.8,17212.9,30981.954
2023-01-09 21:00:00,17212.8,17238.0,17157.0,17172.5,18826.317
2023-01-09 22:00:00,17172.5,17215.1,17159.9,17198.0,7755.894
2023-01-09 23:00:00,17197.9,17198.0,17118.3,17169.7,13062.667
2023-01-10 00:00:00,17169.6,17212.6,17169.5,17211.0,6956.688
2023-01-10 01:00:00,17211.0,17227.7,17181.9,17187.2,6903.167
2023-01-10 02:00:00,17187.1,17207.4,17140.4,17177.0,10034.579
2023-01-10 03:00:00,17177.0,17200.5,17168.0,17199.9,3590.519
2023-01-10 04:00:00,17199.9,17215.6,17190.5,17215.5,4989.184
2023-01-10 05:00:00,17215.6,17228.0,17203.3,17222.4,4454.395
2023-01-10 06:00:00,17222.4,17225.5,17181.8,17196.8,5247.231
2023-01-10 07:00:00,17196.9,17200.6,17184.4,17194.7,3563.696
2023-01-10 08:00:00,17194.6,17263.4,17181.2,17250.9,15679.71
2023-01-10 09:00:00,17250.9,17269.9,17236.0,17240.1,7578.636
2023-01-10 10:00:00,17240.1,17269.9,17227.0,17264.6,6176.028
2023-01-10 11:00:00,17264.6,17278.0,17242.9,17244.4,7609.6
2023-01-10 12:00:00,17244.3,17247.5,17212.0,17216.1,8347.089
2023-01-10 13:00:00,17216.2,17248.5,17204.4,17238.7,9912.592
2023-01-10 14:00:00,17238.7,17325.4,17209.5,17279.4,36759.513
2023-01-10 15:00:00,17279.4,17368.7,17263.3,17317.5,37784.812
2023-01-10 16:00:00,17317.6,17332.9,17273.3,17294.1,14757.19
2023-01-10 17:00:00,17294.2,17331.8,17280.0,17318.5,6951.798
2023-01-10 18:00:00,17318.6,17438.0,17317.3,17427.7,33892.659
2023-01-10 19:00:00,17427.6,17448.0,17390.4,17424.1,17963.296
2023-01-10 20:00:00,17424.1,17485.4,17398.3,17466.7,22713.61
2023-01-10 21:00:00,17466.6,17483.8,17440.0,17453.6,8705.394
2023-01-10 22:00:00,17453.5,17453.6,17411.7,17419.9,9363.072
2023-01-10 23:00:00,17419.8,17434.0,17393.3,17428.8,7385.913
2023-01-11 00:00:00,17428.8,17487.5,17420.3,17456.7,10932.71
2023-01-11 01:00:00,17456.7,17500.0,17427.6,17450.1,11184.797
2023-01-11 02:00:00,17450.2,17452.0,17375.0,17380.0,10947.654
2023-01-11 03:00:00,17380.0,17416.2,17360.0,17407.7,9326.157
2023-01-11 04:00:00,17407.7,17415.4,17383.7,17401.2,5213.004
2023-01-11 05:00:00,17401.3,17427.9,17391.0,17398.7,6185.899
2023-01-11 06:00:00,17398.7,17433.3,17380.0,17427.1,8112.456
2023-01-11 07:00:00,17427.1,17456.0,17422.3,17437.1,6399.375
2023-01-11 08:00:00,17437.1,17441.0,17399.5,17440.3,7315.346
2023-01-11 09:00:00,17440.4,17464.0,17431.0,17437.0,7792.821
2023-01-11 10:00:00,17436.9,17450.0,17426.9,17431.7,4562.841
2023-01-11 11:00:00,17431.6,17446.3,17420.0,17428.7,5126.86
2023-01-11 12:00:00,17428.6,17428.7,17391.3,17408.7,8862.767
2023-01-11 13:00:00,17408.6,17426.0,17375.3,17404.8,11115.628
2023-01-11 14:00:00,17404.7,17427.9,17367.2,17406.0,15603.522
2023-01-11 15:00:00,17406.0,17429.7,17306.4,17325.3,26930.179
2023-01-11 16:00:00,17325.2,17359.0,17320.3,17339.9,12567.44
2023-01-11 17:00:00,17339.9,17384.7,17335.1,17373.3,8944.476
2023-01-11 18:00:00,17373.4,17550.9,17373.3,17476.5,46693.798
2023-01-11 19:00:00,17476.4,17545.6,17460.0,17540.6,18016.898
2023-01-11 20:00:00,17540.7,17574.0,17501.4,17542.5,17265.08
2023-01-11 21:00:00,17542.4,17561.3,17522.0,17547.5,8545.43
2023-01-11 22:00:00,17547.5,17589.0,17503.8,17548.0,19981.799
2023-01-11 23:00:00,17548.0,18013.2,17541.4,17935.7,98650.169
2023-01-12 00:00:00,17935.6,18300.0,17902.4,18264.0,71791.931
2023-01-12 01:00:00,18263.9,18287.2,18136.7,18214.1,46199.215
2023-01-12 02:00:00,18214.1,18400.0,18170.7,18199.5,38121.679
2023-01-12 03:00:00,18199.6,18234.6,18190.4,18217.2,11683.649
2023-01-12 04:00:00,18217.1,18224.4,18190.9,18206.4,8716.506
2023-01-12 05:00:00,18206.3,18233.0,18070.0,18080.6,20457.081
2023-01-12 06:00:00,18080.6,18157.1,18079.2,18142.0,13171.679
2023-01-12 07:00:00,18142.0,18172.9,18110.4,18129.3,9201.858
2023-01-12 08:00:00,18129.2,18145.4,18062.0,18145.1,11723.615
2023-01-12 09:00:00,18145.1,18168.7,18122.7,18159.6,10512.627
2023-01-12 10:00:00,18159.6,18211.5,18137.2,18179.7,13251.693
2023-01-12 11:00:00,18179.7,18220.0,18157.1,18194.5,10381.586
2023-01-12 12:00:00,18194.4,18277.6,18163.5,18263.3,25204.317
2023-01-12 13:00:00,18263.3,18377.4,17907.3,18277.6,160884.884
2023-01-12 14:00:00,18277.7,18348.8,17920.0,17989.7,97133.894
2023-01-12 15:00:00,17989.7,18132.9,17981.7,18077.7,38854.384
2023-01-12 16:00:00,18077.6,18137.4,18045.7,18128.3,17317.695
2023-01-12 17:00:00,18128.4,18920.0,18096.4,18840.0,147392.412
2023-01-12 18:00:00,18840.0,19000.0,18607.9,18790.0,104483.911
2023-01-12 19:00:00,18790.1,19062.5,18753.7,18877.2,59277.581
2023-01-12 20:00:00,18877.3,19085.0,18814.2,19042.2,44118.66
2023-01-12 21:00:00,19042.2,19120.0,18758.5,18823.3,52929.601
2023-01-12 22:00:00,18823.4,18928.0,18771.7,18907.4,15879.069
2023-01-12 23:00:00,18907.4,18907.4,18837.3,18838.0,11645.233
2023-01-13 00:00:00,18838.1,18881.7,18711.0,18769.5,23984.383
2023-01-13 01:00:00,18769.5,18815.6,18745.4,18808.0,9573.903
2023-01-13 02:00:00,18807.9,18837.5,18782.7,18833.9,7502.594
2023-01-13 03:00:00,18833.9,18877.9,18819.4,18871.6,7391.252
2023-01-13 04:00:00,18871.5,18875.4,18808.1,18814.7,6733.403
2023-01-13 05:00:00,18814.7,18827.2,18770.5,18780.2,9712.88
2023-01-13 06:00:00,18780.2,18856.0,18774.4,18844.0,6466.662
2023-01-13 07:00:00,18844.1,18848.5,18779.6,18817.7,8055.615
2023-01-13 08:00:00,18817.7,18854.2,18803.9,18834.8,7298.542
2023-01-13 09:00:00,18834.8,18927.9,18834.0,18901.2,19108.437
2023-01-13 10:00:00,18901.2,19050.0,18851.1,19036.1,47521.123
2023-01-13 11:00:00,19036.1,19036.2,18880.0,18911.7,28501.15
2023-01-13 12:00:00,18911.7,18928.3,18801.4,18855.0,23723.319
2023-01-13 13:00:00,18855.1,18892.5,18806.0,18845.8,17130.556
2023-01-13 14:00:00,18845.8,19152.1,18824.3,18990.1,52246.655
2023-01-13 15:00:00,18990.0,19299.2,18981.8,19252.5,107653.856
2023-01-13 16:00:00,19252.6,19264.8,19053.0,19126.6,47322.629
2023-01-13 17:00:00,19126.6,19398.0,19098.0,19248.4,68432.635
2023-01-13 18:00:00,19248.4,19380.0,19248.3,19282.7,30983.171
2023-01-13 19:00:00,19282.6,19364.8,19239.0,19354.2,23811.715
2023-01-13 20:00:00,19354.1,19491.0,19307.4,19464.1,50020.564
2023-01-13 21:00:00,19464.0,19904.8,19367.0,19808.8,103531.809
2023-01-13 22:00:00,19808.9,19997.8,19780.0,19842.0,69109.294
2023-01-13 23:00:00,19842.1,19936.4,19725.9,19924.2,30991.685
2023-01-14 00:00:00,19924.3,21544.0,19882.6,20901.9,243602.061
2023-01-14 01:00:00,20901.8,21115.0,20711.0,20934.3,76272.008
2023-01-14 02:00:00,20934.3,21059.3,20850.0,20959.8,49260.496
2023-01-14 03:00:00,20959.8,21014.0,20795.4,20996.3,31564.405
2023-01-14 04:00:00,20996.2,21060.0,20900.4,20920.2,23846.946
2023-01-14 05:00:00,20920.3,20938.8,20801.3,20864.2,21642.997
2023-01-14 06:00:00,20864.3,21004.5,20864.2,20974.7,15260.675
2023-01-14 07:00:00,20974.7,20985.9,20855.5,20913.1,15114.661
2023-01-14 08:00:00,20913.0,21045.0,20893.4,21016.2,19732.16
2023-01-14 09:00:00,21016.2,21022.6,20322.0,20542.4,100124.539
2023-01-14 10:00:00,20542.4,20542.5,20257.3,20513.8,46598.336
2023-01-14 11:00:00,20513.8,20771.2,20492.7,20733.4,42461.917
2023-01-14 12:00:00,20733.3,20988.0,20586.0,20920.9,45479.167
2023-01-14 13:00:00,20920.9,21009.8,20801.2,20945.9,29887.486
2023-01-14 14:00:00,20945.9,21240.0,20544.0,20841.9,73025.654
2023-01-14 15:00:00,20841.9,20906.6,20621.0,20796.9,38496.743
2023-01-14 16:00:00,20796.9,20879.6,20756.0,20822.4,21589.39
2023-01-14 17:00:00,20822.3,20930.5,20730.6,20766.0,21860.415
2023-01-14 18:00:00,20766.0,20812.4,20670.7,20769.3,19369.163
2023-01-14 19:00:00,20769.3,20880.0,20729.9,20796.8,15830.095
2023-01-14 20:00:00,20796.8,20920.1,20773.9,20895.0,10650.666
2023-01-14 21:00:00,20895.0,20970.9,20846.0,20914.2,15402.418
2023-01-14 22:00:00,20914.2,21049.6,20875.8,21004.4,12790.041
2023-01-14 23:00:00,21004.4,21092.0,20940.4,20962.8,20804.244
2023-01-15 00:00:00,20962.8,21012.0,20632.1,20774.7,45363.319
2023-01-15 01:00:00,20774.7,20798.5,20655.5,20785.3,16403.383
2023-01-15 02:00:00,20785.3,20832.0,20680.1,20685.1,13436.613
2023-01-15 03:00:00,20684.9,20763.6,20556.0,20736.5,21440.793
2023-01-15 04:00:00,20736.5,20778.6,20693.3,20710.2,9481.814
2023-01-15 05:00:00,20710.2,20797.8,20687.1,20758.3,10106.414
2023-01-15 06:00:00,20758.4,20798.0,20708.2,20725.5,6377.47
2023-01-15 07:00:00,20725.5,20754.0,20673.9,20750.0,8809.895
2023-01-15 08:00:00,20750.1,20768.3,20601.0,20626.5,20115.643
2023-01-15 09:00:00,20626.4,20775.6,20581.4,20772.4,21518.291
2023-01-15 10:00:00,20772.4,20780.0,20705.0,20748.2,12293.308
2023-01-15 11:00:00,20748.2,20757.2,20666.3,20737.4,9594.315
2023-01-15 12:00:00,20737.4,20756.2,20661.1,20707.8,9555.125
2023-01-15 13:00:00,20707.9,20880.0,20701.0,20719.5,19742.26
2023-01-15 14:00:00,20719.4,20835.4,20696.4,20805.3,16126.23
2023-01-15 15:00:00,20805.4,21028.0,20792.2,20925.0,37379.804
2023-01-15 16:00:00,20925.0,20980.6,20866.2,20884.7,22801.176
2023-01-15 17:00:00,20884.7,21073.8,20876.2,20931.0,32811.687
2023-01-15 18:00:00,20931.0,20934.7,20670.0,20826.9,39370.421
2023-01-15 19:00:00,20827.0,20916.9,20784.6,20877.2,11063.55
2023-01-15 20:00:00,20877.3,20943.0,20845.2,20914.6,9398.804
2023-01-15 21:00:00,20914.7,20947.0,20871.3,20912.0,7023.708
2023-01-15 22:00:00,20912.1,20970.0,20750.0,20927.1,17040.09
2023-01-15 23:00:00,20927.0,20952.3,20850.0,20882.7,11232.446
2023-01-16 00:00:00,20882.7,21015.7,20780.2,20981.4,26422.236
2023-01-16 01:00:00,20981.5,21344.4,20929.1,21193.1,73801.113
2023-01-16 02:00:00,21193.0,21449.3,21129.9,21217.2,48246.866
2023-01-16 03:00:00,21217.3,21242.5,21036.6,21084.3,26803.506
2023-01-16 04:00:00,21084.3,21177.5,21048.0,21160.2,13613.471
2023-01-16 05:00:00,21160.2,21226.3,21128.1,21195.5,11312.469
2023-01-16 06:00:00,21195.5,21276.0,21112.4,21158.1,18750.518
